Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1359,,,,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)",PATRIC,"Aminoacyl-tRNA biosynthesis","Lysine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1367,,,,"Phosphoenolpyruvate carboxylase (EC 4.1.1.31)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Phosphoenolpyruvate carboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1382,,,,"Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)",PATRIC,"Glycerophospholipid metabolism","Glycerol-3-phosphate 1-O-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1452,,,,"Undecaprenyl diphosphate synthase (EC 2.5.1.31)",PATRIC,"Terpenoid backbone biosynthesis","Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1453,,,,"Phosphatidate cytidylyltransferase (EC 2.7.7.41)",PATRIC,"Phosphatidylinositol signaling system","Phosphatidate cytidylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1458,,,,"UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)",PATRIC,"Lipopolysaccharide biosynthesis","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1461,,,,"Lipid-A-disaccharide synthase (EC 2.4.1.182)",PATRIC,"Lipopolysaccharide biosynthesis","Lipid-A-disaccharide synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1463,,,,"DNA polymerase III alpha subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1464,,,,"Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)",PATRIC,"Propanoate metabolism","Acetyl-CoA carboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1467,,,,"CTP synthase (EC 6.3.4.2)",PATRIC,"Pyrimidine metabolism","CTP synthase (glutamine hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1469,,,,"Enolase (EC 4.2.1.11)",PATRIC,"Glycolysis / Gluconeogenesis","Phosphopyruvate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1471,,,,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)",PATRIC,"Terpenoid backbone biosynthesis","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1475,,,,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)",PATRIC,"Terpenoid backbone biosynthesis","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1477,,,,"5'-nucleotidase SurE (EC 3.1.3.5) @ Exopolyphosphatase (EC 3.6.1.11)",PATRIC,"Purine metabolism","Exopolyphosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1571,,,,"Diacylglycerol kinase (EC 2.7.1.107)",PATRIC,"Glycerophospholipid metabolism","Diacylglycerol kinase (ATP)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1582,,,,"DNA polymerase IV (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1646,,,,"3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1652,,,,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)",PATRIC,"Benzoate degradation via hydroxylation","4-carboxymuconolactone decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1662,,,,"Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)",PATRIC,"Glycerophospholipid metabolism","1-acylglycerol-3-phosphate O-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1674,,,,"Periplasmic beta-glucosidase (EC 3.2.1.21)",PATRIC,"Cyanoamino acid metabolism","Beta-glucosidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1688,,,,"Cysteine dioxygenase (EC 1.13.11.20)",PATRIC,"Cysteine and methionine metabolism","Cysteine dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1706,,,,"Nitrilotriacetate monooxygenase component A (EC 1.14.13.-)",PATRIC,"Limonene and pinene degradation","With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1713,,,,"Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Retinol metabolism","Alcohol dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1726,,,,"D-amino-acid oxidase (EC 1.4.3.3)",PATRIC,"Arginine and proline metabolism","D-amino-acid oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1727,,,,"4-hydroxyproline epimerase (EC 5.1.1.8)",PATRIC,"Arginine and proline metabolism","4-hydroxyproline epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1738,,,,"(R)-3-hydroxydecanoyl-ACP:CoA transacylase PhaG (3-hydroxyacyl-CoA-acyl carrier protein transferase) (EC 2.4.1.-)",PATRIC,"Glycerolipid metabolism","Hexosyltransferases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1742,,,,"3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)",PATRIC,"Propanoate metabolism","3-hydroxyisobutyryl-CoA hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1777,,,,"D amino acid oxidase (DAO) family (EC 1.4.3.3)",PATRIC,"Glycine, serine and threonine metabolism","D-amino-acid oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1779,,,,"D amino acid oxidase (DAO) family (EC 1.4.3.3)",PATRIC,"Arginine and proline metabolism","D-amino-acid oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1823,,,,"Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)",PATRIC,"Ascorbate and aldarate metabolism","Phosphoric monoester hydrolases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1901,,,,"Aspartate aminotransferase (EC 2.6.1.1) @ Aromatic-amino-acid aminotransferase (EC 2.6.1.57)",PATRIC,"Alanine, aspartate and glutamate metabolism","Aspartate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1913,,,,"Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)",PATRIC,"Starch and sucrose metabolism","Glucose-1-phosphate cytidylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1914,,,,"CDP-glucose 4,6-dehydratase (EC 4.2.1.45)",PATRIC,"Amino sugar and nucleotide sugar metabolism","CDP-glucose 4,6-dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1915,,,,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",PATRIC,"Polyketide sugar unit biosynthesis","dTDP-4-dehydrorhamnose 3,5-epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1916,,,,"UDP-glucose 4-epimerase (EC 5.1.3.2)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-glucose 4-epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1990,,,,"Pyruvate kinase (EC 2.7.1.40)",PATRIC,"Pyruvate metabolism","Pyruvate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1991,,,,"D-glycerate 2-kinase (EC 2.7.1.165)",PATRIC,"Glycine, serine and threonine metabolism","Glycerate 2-kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2007,,,,"Citrate synthase (si) (EC 2.3.3.1)",PATRIC,"Citrate cycle (TCA cycle)","Citrate (Si)-synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2010,,,,"Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)",PATRIC,"Citrate cycle (TCA cycle)","Succinate dehydrogenase (quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2012,,,,"2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)",PATRIC,"Citrate cycle (TCA cycle)","Oxoglutarate dehydrogenase (succinyl-transferring)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2013,,,,"Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)",PATRIC,"Lysine degradation","Dihydrolipoyllysine-residue succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2014,,,,"Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)",PATRIC,"Citrate cycle (TCA cycle)","Dihydrolipoyl dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2015,,,,"Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)",PATRIC,"Citrate cycle (TCA cycle)","Succinate--CoA ligase (ADP-forming)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2016,,,,"Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Succinate--CoA ligase (ADP-forming)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2043,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Drug metabolism - cytochrome P450","Glutathione transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2048,,,,"Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)",PATRIC,"Pyrimidine metabolism","Orotidine-5'-phosphate decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2087,,,,"Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)",PATRIC,"Fatty acid biosynthesis","[Acyl-carrier-protein] S-malonyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2094,,,,"DNA polymerase III delta prime subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2109,,,,"Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Tetrachloroethene degradation","Alcohol dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2126,,,,"3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)",PATRIC,"Valine, leucine and isoleucine degradation","Acetyl-CoA C-acetyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2127,,,,"Enoyl-CoA hydratase (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)",PATRIC,"alpha-Linolenic acid metabolism","Enoyl-CoA hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2202,,,,"Homoserine kinase (EC 2.7.1.39) @ Phosphoserine phosphatase (EC 3.1.3.3)",PATRIC,"Glycine, serine and threonine metabolism","Phosphoserine phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2203,,,,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2209,,,,"2-methylcitrate synthase (EC 2.3.3.5)",PATRIC,"Propanoate metabolism","2-methylcitrate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2222,,,,"Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)",PATRIC,"Porphyrin and chlorophyll metabolism","Uroporphyrinogen-III C-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2224,,,,"Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)",PATRIC,"Nitrogen metabolism","Nitrite reductase (NAD(P)H)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2230,,,,"Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)",PATRIC,"Pyrimidine metabolism","Dihydroorotate dehydrogenase (quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2242,,,,"Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)",PATRIC,"Purine metabolism","Xanthine dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2257,,,,"DNA polymerase III subunits gamma and tau (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2269,,,,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)",PATRIC,"Glycerophospholipid metabolism","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2328,,,,"Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)",PATRIC,"Valine, leucine and isoleucine degradation","Beta-alanine--pyruvate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2329,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Pyruvate metabolism","Aldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2335,,,,"P-hydroxybenzoate hydroxylase (EC 1.14.13.2)",PATRIC,"Benzoate degradation via hydroxylation","4-hydroxybenzoate 3-monooxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2354,,,,"Benzoate 1,2-dioxygenase beta subunit (EC 1.14.12.10)",PATRIC,"Benzoate degradation via hydroxylation","Benzoate 1,2-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2358,,,,"Muconate cycloisomerase (EC 5.5.1.1)",PATRIC,"gamma-Hexachlorocyclohexane degradation","Muconate cycloisomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2360,,,,"Catechol 1,2-dioxygenase (EC 1.13.11.1)",PATRIC,"gamma-Hexachlorocyclohexane degradation","Catechol 1,2-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2365,,,,"3-oxoadipyl-CoA thiolase (EC 2.3.1.174)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipyl-CoA thiolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2368,,,,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)",PATRIC,"Benzoate degradation via hydroxylation","4-carboxymuconolactone decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2373,,,,"Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)",PATRIC,"Thiamine metabolism","Sulfur carrier protein ThiS adenylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2452,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Pyruvate metabolism","Aldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2463,,,,"Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)",PATRIC,"1,4-Dichlorobenzene degradation","Benzaldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2477,,,,"Sarcosine oxidase gamma subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2481,,,,"Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Methylenetetrahydrofolate dehydrogenase (NADP(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2482,,,,"Formyltetrahydrofolate deformylase (EC 3.5.1.10)",PATRIC,"One carbon pool by folate","Formyltetrahydrofolate deformylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2484,,,,"Glutamine synthetase type III (EC 6.3.1.2)",PATRIC,"Alanine, aspartate and glutamate metabolism","Glutamate--ammonia ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2485,,,,"Glutamine amidotransferase protein GlxB (EC 2.4.2.-)",PATRIC,"Purine metabolism","Pentosyltransferases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2486,,,,"Glutamate synthase [NADPH] putative GlxC chain (EC 1.4.1.13)",PATRIC,"Nitrogen metabolism","Glutamate synthase (NADPH)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2487,,,,"Glutamate synthase [NADPH] large chain (EC 1.4.1.13)",PATRIC,"Nitrogen metabolism","Glutamate synthase (NADPH)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2488,,,,"Formyltetrahydrofolate deformylase (EC 3.5.1.10)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Formyltetrahydrofolate deformylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2491,,,,"Flavodoxin reductases (ferredoxin-NADPH reductases) family 1; Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)",PATRIC,"2,4-Dichlorobenzoate degradation","With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2505,,,,"5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)",PATRIC,"Tyrosine metabolism","5-carboxymethyl-2-hydroxymuconate Delta-isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2506,,,,"3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)",PATRIC,"Tyrosine metabolism","3,4-dihydroxyphenylacetate 2,3-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2513,,,,"Phenylacetaldehyde dehydrogenase (EC 1.2.1.39)",PATRIC,"Styrene degradation","Phenylacetaldehyde dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2534,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Pyruvate metabolism","Aldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2557,,,,"Carboxynorspermidine synthase (EC 1.5.1.43)",PATRIC,"Arginine and proline metabolism","Carboxynorspermidine synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2563,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Pyruvate metabolism","Aldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2565,,,,"Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)",PATRIC,"beta-Alanine metabolism","Beta-alanine--pyruvate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2567,,,,"Acetyltransferase, GNAT family (EC 2.3.1.-)",PATRIC,"Fatty acid biosynthesis","Transferring groups other than amino-acyl groups"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2586,,,,"Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Tetrachloroethene degradation","Alcohol dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2587,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Cyanoamino acid metabolism","Gamma-glutamyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2610,,,,"Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol",PATRIC,"Butanoate metabolism","Acetaldehyde dehydrogenase (acetylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2611,,,,"2-keto-4-pentenoate hydratase (EC 4.2.1.80)",PATRIC,"Benzoate degradation via hydroxylation","2-oxopent-4-enoate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2614,,,,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",PATRIC,"Phenylalanine metabolism","In ketonic substances"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2654,,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",PATRIC,"Biotin metabolism","Beta-ketoacyl-[acyl-carrier-protein] synthase II"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2700,,,,"UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)",PATRIC,"Pentose and glucuronate interconversions","UTP--glucose-1-phosphate uridylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2704,,,,"Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Peroxiredoxin"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2713,,,,"4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)",PATRIC,"Phenylalanine metabolism","4-hydroxyphenylpyruvate dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2727,,,,"5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)",PATRIC,"Tyrosine metabolism","5-carboxymethyl-2-hydroxymuconate Delta-isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2729,,,,"5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)",PATRIC,"Tyrosine metabolism","5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2731,,,,"5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)",PATRIC,"Tyrosine metabolism","5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2747,,,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Aspartate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2761,,,,"N-methylhydantoinase B (EC 3.5.2.14)",PATRIC,"Arginine and proline metabolism","N-methylhydantoinase (ATP-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2769,,,,"NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",PATRIC,"Nitrogen metabolism","Glutamate dehydrogenase"
