Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.981",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1075241.1076152.fwd","PATRIC","CDS",1075241,1076152,912,"+",,"PLF_286_00007521","PGF_07735801",,303,,"Transcriptional regulator PA1859, LysR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.982",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1076279.1077172.fwd","PATRIC","CDS",1076279,1077172,894,"+",,"PLF_286_00010873","PGF_08225224",,297,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.983",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1077308.1078975.fwd","PATRIC","CDS",1077308,1078975,1668,"+",,"PLF_286_00001646","PGF_02890229",,555,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)","GO:0003840|gamma-glutamyltransferase activity;GO:0036374|glutathione hydrolase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.984",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1079133.1080578.fwd","PATRIC","CDS",1079133,1080578,1446,"+",,"PLF_286_00006017","PGF_08030327",,481,,"Sulfate permease",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.985",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1080626.1080742.fwd","PATRIC","CDS",1080626,1080742,117,"+",,,,,38,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.986",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1080794.1082143.fwd","PATRIC","CDS",1080794,1082143,1350,"+",,"PLF_286_00006829","PGF_00007882",,449,,"Gluconate transporter family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.987",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1082144.1083004.fwd","PATRIC","CDS",1082144,1083004,861,"+",,"PLF_286_00009526","PGF_00058763",,286,,"Transcriptional regulator of RpiR family in catabolic operon",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.988",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1083006.1084472.fwd","PATRIC","CDS",1083006,1084472,1467,"+",,"PLF_286_00006868","PGF_07293934",,488,,"N-acyl-D-amino-acid deacylase (EC 3.5.1.81)","GO:0047420|N-acyl-D-amino-acid deacylase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.102",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.108353.109078.fwd","PATRIC","CDS",108353,109078,726,"+",,"PLF_286_00148932","PGF_00109273",,241,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.989",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1084590.1084958.fwd","PATRIC","CDS",1084590,1084958,369,"+",,"PLF_286_00009245","PGF_00010033",,122,,"Glyoxalase family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.990",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1084965.1085993.rev","PATRIC","CDS",1084965,1085993,1029,"-",,"PLF_286_00015402","PGF_01671660",,342,,"Transcriptional regulator, AraC family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.991",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1086081.1086215.rev","PATRIC","CDS",1086081,1086215,135,"-",,"PLF_286_00138831","PGF_07497745",,44,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.992",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1086226.1088145.rev","PATRIC","CDS",1086226,1088145,1920,"-",,"PLF_286_00008031","PGF_06837078",,639,,"Methyl-accepting chemotaxis sensor/transducer protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.993",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1088473.1089180.fwd","PATRIC","CDS",1088473,1089180,708,"+",,"PLF_286_00431026","PGF_08225224",,235,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.994",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1089279.1089662.rev","PATRIC","CDS",1089279,1089662,384,"-",,"PLF_286_00011504","PGF_02949805",,127,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.995",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1089980.1090312.fwd","PATRIC","CDS",1089980,1090312,333,"+",,"PLF_286_00007768","PGF_00310932",,110,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.996",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1090370.1091836.rev","PATRIC","CDS",1090370,1091836,1467,"-",,"PLF_286_00099751","PGF_02946787",,488,,"dolichyl-phosphate-mannose-protein mannosyltransferase family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.103",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.109176.109820.fwd","PATRIC","CDS",109176,109820,645,"+",,"PLF_286_00255878","PGF_02885537",,214,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.997",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1091972.1092340.rev","PATRIC","CDS",1091972,1092340,369,"-",,"PLF_286_00187443","PGF_04543427",,122,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.998",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1092355.1092705.rev","PATRIC","CDS",1092355,1092705,351,"-",,"PLF_286_00259748","PGF_03320197",,116,,"Transcriptional regulator, HxlR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.999",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1092812.1093846.fwd","PATRIC","CDS",1092812,1093846,1035,"+",,"PLF_286_00045330","PGF_02007855",,344,,"Zinc-type alcohol dehydrogenase-like protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1000",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1093851.1094339.rev","PATRIC","CDS",1093851,1094339,489,"-",,"PLF_286_00101755","PGF_03976162",,162,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1001",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1094664.1095020.fwd","PATRIC","CDS",1094664,1095020,357,"+",,"PLF_286_00098021","PGF_00360745",,118,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1002",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1095072.1095854.rev","PATRIC","CDS",1095072,1095854,783,"-",,"PLF_286_00019226","PGF_01671660",,260,,"Transcriptional regulator, AraC family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1003",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1095970.1096842.fwd","PATRIC","CDS",1095970,1096842,873,"+",,"PLF_286_00075851","PGF_07201805",,290,,"Permease of the drug/metabolite transporter (DMT) superfamily",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1004",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1096955.1098595.fwd","PATRIC","CDS",1096955,1098595,1641,"+",,"PLF_286_00014878","PGF_12682148",,546,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.104",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.109855.110874.fwd","PATRIC","CDS",109855,110874,1020,"+",,"PLF_286_00040417","PGF_00420953",,339,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)","GO:0033818|beta-ketoacyl-acyl-carrier-protein synthase III activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1005",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1098662.1099111.fwd","PATRIC","CDS",1098662,1099111,450,"+",,"PLF_286_00097277","PGF_02994319",,149,,"Acetyltransferase, GNAT family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1006",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1099180.1100118.rev","PATRIC","CDS",1099180,1100118,939,"-",,"PLF_286_00025821","PGF_08225224",,312,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1007",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1100357.1100608.fwd","PATRIC","CDS",1100357,1100608,252,"+",,"PLF_286_00022813","PGF_10547318",,83,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1008",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1100608.1101804.fwd","PATRIC","CDS",1100608,1101804,1197,"+",,"PLF_286_00020886","PGF_08225224",,398,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1009",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1101853.1102338.rev","PATRIC","CDS",1101853,1102338,486,"-",,"PLF_286_00030579","PGF_00047152",,161,,"Redox-sensitive transcriptional activator SoxR",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1010",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1102432.1103631.fwd","PATRIC","CDS",1102432,1103631,1200,"+",,"PLF_286_00152022","PGF_10509026",,399,,"RND efflux system, membrane fusion protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1011",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1103644.1106802.fwd","PATRIC","CDS",1103644,1106802,3159,"+",,"PLF_286_00027784","PGF_05237064",,1052,,"RND efflux system, inner membrane transporter",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1012",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1106852.1107004.rev","PATRIC","CDS",1106852,1107004,153,"-",,,,,50,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1013",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1107034.1107744.fwd","PATRIC","CDS",1107034,1107744,711,"+",,"PLF_286_00124306","PGF_00651919",,236,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1014",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1107989.1109044.rev","PATRIC","CDS",1107989,1109044,1056,"-",,"PLF_286_00012751","PGF_01920882",,351,,"putative membrane protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.105",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.110874.111881.fwd","PATRIC","CDS",110874,111881,1008,"+",,"PLF_286_00028901","PGF_00003045",,335,,"FIG036672: Nucleoside-diphosphate-sugar epimerase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1015",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1109146.1109523.rev","PATRIC","CDS",1109146,1109523,378,"-",,"PLF_286_00002786","PGF_02690675",,125,,"RidA/YER057c/UK114 superfamily protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1016",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1109551.1110687.rev","PATRIC","CDS",1109551,1110687,1137,"-",,"PLF_286_00012589","PGF_06058845",,378,,"Glycine/D-amino acid oxidases (deaminating)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1017",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1110852.1111469.fwd","PATRIC","CDS",1110852,1111469,618,"+",,"PLF_286_00012004","PGF_10564727",,205,,"Transcriptional regulator, Xre family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1018",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1111521.1112426.rev","PATRIC","CDS",1111521,1112426,906,"-",,"PLF_286_00008468","PGF_07780089",,301,,"Proline iminopeptidase (EC 3.4.11.5)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1019",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1112517.1113278.rev","PATRIC","CDS",1112517,1113278,762,"-",,"PLF_286_00155388","PGF_02986208",,253,,"Acyl-homoserine lactone-binding transcriptional activator, LuxR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1020",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1113443.1114330.fwd","PATRIC","CDS",1113443,1114330,888,"+",,"PLF_286_00012293","PGF_07780089",,295,,"Proline iminopeptidase (EC 3.4.11.5)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1021",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1114334.1115281.fwd","PATRIC","CDS",1114334,1115281,948,"+",,"PLF_286_00186017","PGF_07935890",,315,,"ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1022",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1115278.1116129.fwd","PATRIC","CDS",1115278,1116129,852,"+",,"PLF_286_00106085","PGF_10565701",,283,,"ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1023",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1116126.1117112.fwd","PATRIC","CDS",1116126,1117112,987,"+",,"PLF_286_00008244","PGF_09990804",,328,,"Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1024",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1117109.1118080.fwd","PATRIC","CDS",1117109,1118080,972,"+",,"PLF_286_00429165","PGF_12677899",,323,,"Peptide ABC transporter, ATP-binding protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1025",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1118109.1119623.fwd","PATRIC","CDS",1118109,1119623,1515,"+",,"PLF_286_00135463","PGF_09108724",,504,,"ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.106",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.111878.112732.fwd","PATRIC","CDS",111878,112732,855,"+",,"PLF_286_00297847","PGF_12850874",,284,,"FIG003671: Metal-dependent hydrolase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1026",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1119809.1120378.rev","PATRIC","CDS",1119809,1120378,570,"-",,"PLF_286_00112223","PGF_02947245",,189,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1027",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1120699.1120857.fwd","PATRIC","CDS",1120699,1120857,159,"+",,,,,52,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1028",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1120919.1121854.rev","PATRIC","CDS",1120919,1121854,936,"-",,"PLF_286_00018447","PGF_02267148",,311,,"Mrr restriction system protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1029",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1122028.1122249.fwd","PATRIC","CDS",1122028,1122249,222,"+",,"PLF_286_00387625","PGF_11514146",,73,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1030",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1122438.1122803.rev","PATRIC","CDS",1122438,1122803,366,"-",,"PLF_286_00043712","PGF_04563108",,121,,"Type I restriction-modification system, specificity subunit S",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1031",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1122940.1123977.fwd","PATRIC","CDS",1122940,1123977,1038,"+",,"PLF_286_00018014","PGF_01000105",,345,,"Mobile element protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1032",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1124353.1125909.rev","PATRIC","CDS",1124353,1125909,1557,"-",,"PLF_286_00016432","PGF_03084064",,518,,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)","GO:0009007|site-specific DNA-methyltransferase (adenine-specific) activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1033",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1125976.1127487.rev","PATRIC","CDS",1125976,1127487,1512,"-",,"PLF_286_00098770","PGF_06247943",,503,,"Uncharacterized protein BT3327",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.107",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.112722.114080.fwd","PATRIC","CDS",112722,114080,1359,"+",,"PLF_286_00026475","PGF_00035699",,452,,"Adenylate-forming enzyme",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1034",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1127582.1131046.rev","PATRIC","CDS",1127582,1131046,3465,"-",,"PLF_286_00018266","PGF_00414310",,1154,,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)","GO:0009035|Type I site-specific deoxyribonuclease activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.12",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.11286.11531.rev","PATRIC","CDS",11286,11531,246,"-",,"PLF_286_00111306","PGF_10514355",,81,,"FIG00957579: hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1035",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1131608.1132588.rev","PATRIC","CDS",1131608,1132588,981,"-",,"PLF_286_00006663","PGF_07214360",,326,,"Integrase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1036",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1133543.1134799.rev","PATRIC","CDS",1133543,1134799,1257,"-",,"PLF_286_00366880","PGF_07214360",,418,,"Integrase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1037",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1135468.1135755.rev","PATRIC","CDS",1135468,1135755,288,"-",,"PLF_286_00015329","PGF_08225224",,95,,"FIG00955877: hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1038",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1135890.1138700.rev","PATRIC","CDS",1135890,1138700,2811,"-",,"PLF_286_00001321","PGF_05063576",,936,,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1039",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1138697.1139368.rev","PATRIC","CDS",1138697,1139368,672,"-",,"PLF_286_00009289","PGF_10347210",,223,,"Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1040",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1139368.1140822.rev","PATRIC","CDS",1139368,1140822,1455,"-",,"PLF_286_00009348","PGF_00035595",,484,,"Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.108",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.114068.115222.fwd","PATRIC","CDS",114068,115222,1155,"+",,"PLF_286_00025782","PGF_08225224",,384,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1041",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1140819.1141643.rev","PATRIC","CDS",1140819,1141643,825,"-",,"PLF_286_00009347","PGF_00035591",,274,,"Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1042",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1141779.1143473.rev","PATRIC","CDS",1141779,1143473,1695,"-",,"PLF_286_00001375","PGF_03751665",,564,,"L-lactate permease",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1043",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1143734.1144501.fwd","PATRIC","CDS",1143734,1144501,768,"+",,"PLF_286_00001324","PGF_03726865",,255,,"Lactate-responsive regulator LldR in Enterobacteria, GntR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1044",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1144583.1145065.rev","PATRIC","CDS",1144583,1145065,483,"-",,"PLF_286_00000594","PGF_00413554",,160,,"tmRNA-binding protein SmpB",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1045",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1145183.1146586.fwd","PATRIC","CDS",1145183,1146586,1404,"+",,"PLF_286_00011217","PGF_06843453",,467,,"Sodium-dependent transporter, SNF family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1046",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1146594.1147028.fwd","PATRIC","CDS",1146594,1147028,435,"+",,"PLF_286_00004653","PGF_06120144",,144,,"Ribosome association toxin RatA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1047",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1147036.1147338.fwd","PATRIC","CDS",1147036,1147338,303,"+",,"PLF_286_00007974","PGF_03225027",,100,,"UPF0125 protein RatB",
